iter	RMSE
274	0.7843631809
275	0.7788367249
276	0.7723753032
277	0.7659532485
278	0.7604155059
279	0.7550535369
280	0.7489059687
281	0.7440922236
282	0.7386959565
283	0.7336121096
284	0.7283888538
285	0.723502332
286	0.7184500406
287	0.713446151
288	0.7080682109
289	0.7031567732
290	0.6983303234
291	0.6931399884
292	0.6877317449
293	0.6833474519
294	0.6774536749
295	0.6727824188
296	0.6681560526
297	0.6629358065
298	0.6584729503
299	0.6541649706
300	0.6498976125
301	0.6452948052
302	0.6404531085
303	0.6360645835
304	0.631984063
305	0.6278670375
306	0.6238090023
307	0.6199687507
308	0.6157703691
309	0.6110519948
310	0.6058400159
311	0.6015992677
312	0.5965952318
313	0.5924384548
314	0.5880089732
315	0.5840574496
316	0.5791202272
317	0.5750967021
318	0.5712426963
319	0.5672995303
320	0.5631066792
321	0.5589671252
322	0.5542890183
323	0.5505980917
324	0.5469432513
325	0.5430616296
326	0.5385375579
327	0.5346864891
328	0.5310453705
329	0.527215506
330	0.5237427431
331	0.5194155321
332	0.516005554
333	0.5122901728
334	0.5080836991
335	0.5039323076
336	0.5006497142
337	0.4973866653
338	0.4939146745
339	0.4903963518
340	0.4869224945
341	0.4834888735
342	0.4801421763
343	0.4770422068
344	0.473763848
345	0.4704396154
346	0.4674225451
347	0.4636313932
348	0.4603713356
349	0.4571636501
350	0.4542466858
351	0.4510244354
352	0.4479014053
353	0.4447966602
354	0.4413827139
355	0.4383950269
356	0.4353531514
357	0.4323939161
358	0.4294354314
359	0.4265157607
360	0.4241144175
361	0.421264989
362	0.4186157447
363	0.4156514969
364	0.4126382539
365	0.4098038423
366	0.4070325113
367	0.4042535574
368	0.4013224369
369	0.3984018243
370	0.3957440495
371	0.3929765421
372	0.3903621174
373	0.3877057349
374	0.3851338905
375	0.3824186355
376	0.3798238168
377	0.3770715708
378	0.374521793
379	0.3720014491
380	0.3690673604
381	0.3664738366
382	0.3644419669
383	0.3618127606
384	0.3591189985
385	0.3565407272
386	0.3541471148
387	0.3521908662
388	0.3502556943
389	0.3477409323
390	0.3452523925
391	0.3433595853
392	0.3408191865
393	0.3385396629
394	0.3362865341
395	0.3341403896
396	0.3323198953
397	0.3302076708
398	0.3280190276
399	0.3257317386
400	0.3233279517
401	0.321232101
402	0.3191601536
403	0.3170650361
404	0.3149036866
405	0.3132037331
406	0.3108953993
407	0.3088612888
408	0.3069062874
409	0.3047754781
410	0.3027098081
411	0.3006162368
412	0.298651621
413	0.2967099251
414	0.2945903459
415	0.2926824908
416	0.2907147813
417	0.2887525043
418	0.286698131
419	0.2848974691
420	0.283052644
421	0.2810295083
422	0.2792527157
423	0.2777651796
424	0.2759007437
425	0.2741769458
426	0.2722333446
427	0.2704800554
428	0.2686237876
429	0.2669018586
430	0.2652523737
431	0.2637215629
432	0.26204368
433	0.2602997001
434	0.2585186948
435	0.2568058161
436	0.2550553652
437	0.2536649932
438	0.2518222435
439	0.2505019741
440	0.2486873032
441	0.2471104822
442	0.2455917871
443	0.2442631525
444	0.2426518509
445	0.2411665508
446	0.2394583722
447	0.237838316
448	0.2364824001
449	0.2352119409
450	0.2336674703
451	0.232243157
452	0.2306785829
453	0.2294413098
454	0.2277906723
455	0.2265739086
456	0.2250930296
457	0.2237267868
458	0.2225341553
459	0.221086417
460	0.2196064311
461	0.2184394746
462	0.2167753513
463	0.2154212083
464	0.2141182817
465	0.212987675
466	0.2116064121
467	0.2103322357
468	0.2092240526
469	0.2078737774
470	0.2066277528
471	0.2055415222
472	0.2042215776
473	0.202466308
474	0.2007330327
475	0.1996809936
476	0.1985723998
477	0.1972060371
478	0.1959900533
479	0.1948182236
480	0.193156467
481	0.1921987732
482	0.1908885975
483	0.1897144676
484	0.1881048393
485	0.1868638165
486	0.185635696
487	0.1842970765
488	0.1830903141
489	0.1819711676
490	0.1804313929
491	0.1789110209
492	0.1775867816
493	0.1763642309
494	0.1751568834
495	0.1738630489
496	0.1726772452
497	0.1714066514
498	0.1705676988
499	0.1694228125
500	0.1682720613
501	0.167453472
502	0.1662278347
503	0.1651034276
504	0.1638998353
505	0.1626648761
506	0.1615824529
507	0.160377104
508	0.1592148736
509	0.1581635529
510	0.1569950281
511	0.1558650096
512	0.154723753
513	0.1536581011
514	0.1528222365
515	0.1517147803
516	0.1506759963
517	0.1498648587
518	0.1487902901
519	0.1478906581
520	0.1469992275
521	0.1459977937
522	0.1452194638
523	0.1444508969
524	0.1434957569
525	0.1425495795
526	0.1416122843
527	0.140411791
528	0.1394905324
529	0.1385779301
530	0.137673907
531	0.1365099056
532	0.135621374
533	0.1347412039
534	0.1338138854
535	0.1326884929
536	0.1318291236
537	0.1309778525
538	0.1301346076
539	0.1292437122
540	0.1283620544
541	0.1274895434
542	0.1266707039
543	0.125839041
544	0.1249234018
545	0.1241055223
546	0.1233938261
547	0.1226881207
548	0.1218891727
549	0.1211948733
550	0.1205064133
551	0.119685994
552	0.1190089007
553	0.1183053512
554	0.1176082797
555	0.1169176223
556	0.1161178724
557	0.1152729747
558	0.1145980175
559	0.1139292666
560	0.1131539217
561	0.1125196474
562	0.1117039104
563	0.1110136357
564	0.1103936802
565	0.1097515301
566	0.1090076688
567	0.1083371459
568	0.1076738516
569	0.1070747362
570	0.1063520437
571	0.1057039506
572	0.105001414
573	0.1043060438
574	0.1036177725
575	0.1029365331
576	0.1022622592
577	0.1015948851
578	0.1009343457
579	0.1000886787
580	0.09925440709
581	0.09843138773
582	0.09779376037
583	0.09698791273
584	0.09619004987
585	0.09556958825
586	0.09478662586
587	0.09417869347
588	0.09341037233
589	0.09278973964
590	0.09203594823
591	0.09122544912
592	0.09060434373
593	0.0899897478
594	0.08955824108
595	0.08909592856
596	0.08831876532
597	0.08773323866
598	0.08704385432
599	0.08633718947
600	0.08589318755
601	0.08519873279
602	0.08453495325
603	0.08412984687
604	0.08369858986
605	0.08329855991
606	0.08287419169
607	0.08247916698
608	0.08206158502
609	0.08140099886
610	0.0807693806
611	0.08036218486
612	0.07997966861
613	0.07960031238
614	0.07920122465
615	0.07856718711
616	0.0781752473
617	0.0775716374
618	0.07720421047
619	0.0766160475
620	0.07623610115
621	0.07587627157
622	0.07550240746
623	0.07491664971
624	0.07456350332
625	0.07414036013
626	0.07372074374
627	0.07330461968
628	0.07289195396
629	0.0724827131
630	0.07207686413
631	0.07167437453
632	0.07132117873
633	0.07092370531
634	0.07052951449
635	0.07013857525
636	0.06975085703
637	0.06936632968
638	0.06898496352
639	0.06864588596
640	0.06826925036
641	0.06789570551
642	0.06752522301
643	0.06715777489
644	0.06679333355
645	0.06637650134
646	0.06601702671
647	0.06566048896
648	0.06525236289
649	0.06490067453
650	0.0645518553
651	0.06415224587
652	0.06380816205
653	0.06341502443
654	0.06307560335
655	0.06262998542
656	0.06227186494
657	0.06183560789
658	0.06143030762
659	0.06100380173
660	0.06060721158
661	0.0602161806
662	0.05983063383
663	0.0594296382
664	0.05903467529
665	0.05863538619
666	0.05826330107
667	0.05788255558
668	0.05750755973
669	0.0571680537
670	0.05683306541
671	0.05650253557
672	0.05617640575
673	0.05585461838
674	0.05553711672
675	0.05522384482
676	0.05491474757
677	0.0546097706
678	0.05430886034
679	0.05401196396
680	0.05371902938
681	0.05342256687
682	0.0531374052
683	0.0528560531
684	0.05257331479
685	0.05229772752
686	0.05202045277
687	0.05175052017
688	0.05147859973
689	0.05120712391
690	0.05094049314
691	0.05068155216
692	0.05042006183
693	0.05016645757
694	0.04991000551
695	0.04966163618
696	0.04931180553
697	0.04906138001
698	0.04881384505
699	0.04857535685
700	0.04833257961
701	0.04809903135
702	0.04786091781
703	0.04752721026
704	0.04729314154
705	0.04691081021
706	0.04658625919
707	0.04621136066
708	0.045812576
709	0.04549787933
710	0.0451340759
711	0.04482241391
712	0.04451614919
713	0.04421809937
714	0.04392403693
715	0.04363391595
716	0.04338761044
717	0.04309121219
718	0.0428069762
719	0.04252656114
720	0.04228819422
721	0.04203307749
722	0.04174613628
723	0.04147398366
724	0.04120550904
725	0.04097583744
726	0.04069721615
727	0.04043417944
728	0.04024701264
729	0.0400616729
730	0.03980647703
731	0.03958520869
732	0.03936762839
733	0.03905253924
734	0.03874158997
735	0.03850971356
736	0.03828077119
737	0.03801956733
738	0.03784489924
739	0.03767192589
740	0.03743480869
741	0.03720092902
742	0.03699670169
743	0.03674426653
744	0.03657795514
745	0.0363507282
746	0.03612661535
747	0.03592939335
748	0.03568478366
749	0.03552490958
750	0.03530682852
751	0.03514985458
752	0.03499430456
753	0.0347820864
754	0.03460516812
755	0.03445259011
756	0.03430139883
757	0.03415158319
758	0.03394694449
759	0.03374388171
760	0.0335428642
761	0.0333721071
762	0.03322658626
763	0.03302832201
764	0.03276216041
765	0.03256791379
766	0.03238232847
767	0.03219079323
768	0.03205141659
769	0.03186247877
770	0.03170086812
771	0.03152079755
772	0.03138645044
773	0.0312021351
774	0.03106972095
775	0.03088799295
776	0.03073219587
777	0.03059913212
778	0.03046989798
779	0.03029256051
780	0.03010602221
781	0.02993157991
782	0.02974843707
783	0.02957683493
784	0.02940697191
785	0.02926062432
786	0.02908274002
787	0.02890704732
788	0.02874210035
789	0.02856957284
790	0.02842455967
791	0.02825483255
792	0.02813570531
793	0.02796854915
794	0.02785110291
795	0.0276864731
796	0.02757067658
797	0.02735119178
798	0.02713467965
799	0.02699892593
800	0.02684002479
801	0.02671382759
802	0.02650330623
803	0.02637124625
804	0.02625812004
805	0.02614599806
806	0.02594082955
807	0.02583330081
808	0.02563175168
809	0.02543293166
810	0.02530936311
811	0.02519013367
812	0.02508272874
813	0.02488883395
814	0.02476832193
815	0.02466294144
816	0.02455646316
817	0.02443802933
818	0.02428247541
819	0.02417978224
820	0.02402609856
821	0.02392293349
822	0.02377115763
823	0.02358825495
824	0.02347489992
825	0.02337605562
826	0.02322808964
827	0.02313067819
828	0.02298448712
829	0.02288664973
830	0.02274226967
831	0.02259907868
832	0.02249088457
833	0.02239702867
834	0.02225626205
835	0.02216205347
836	0.02202302915
837	0.02188514977
838	0.02178932613
839	0.02165314061
840	0.02148761777
841	0.02138503159
842	0.02128366503
843	0.02117549699
844	0.02106841884
845	0.02097650072
846	0.02084589043
847	0.0207163555
848	0.02061241352
849	0.02052302288
850	0.02039577212
851	0.02024071181
852	0.02011026248
853	0.01998180517
854	0.01985793692
855	0.01978186925
856	0.01965947144
857	0.01953460958
858	0.01941383756
859	0.01933973612
860	0.01921529259
861	0.01908969756
862	0.01897181795
863	0.01889959366
864	0.01878311241
865	0.01866515172
866	0.01852164388
867	0.01845134011
868	0.01838168129
869	0.01824087869
870	0.0181222937
871	0.01805407411
872	0.01791593267
873	0.01780002427
874	0.01767321098
875	0.01754766163
876	0.017481694
877	0.01735781293
878	0.01723516866
879	0.0171276525
880	0.01700684875
881	0.01688725203
882	0.01676885115
883	0.01665163506
884	0.01653559281
885	0.01646810036
886	0.01635359246
887	0.01624023332
888	0.01612801232
889	0.01606221164
890	0.01595147669
891	0.01584185561
892	0.01573333814
893	0.01566917614
894	0.01556209795
895	0.01545609985
896	0.01535117191
897	0.01528859724
898	0.0151850633
899	0.01508257676
900	0.01498112798
901	0.01492009092
902	0.01481999231
903	0.01472090941
904	0.0146228329
905	0.01452666871
906	0.01443929746
907	0.01435267411
908	0.0142940289
909	0.01419655848
910	0.01410368846
911	0.01401925856
912	0.01393555178
913	0.0138785899
914	0.01378846999
915	0.01370621463
916	0.01361293776
917	0.0135573462
918	0.01347671697
919	0.01339250325
920	0.01331297119
921	0.01325868293
922	0.01315201013
923	0.01307043869
924	0.01299283297
925	0.01293990059
926	0.01286810051
927	0.01279689181
928	0.01271489881
929	0.01263959357
930	0.01256493569
931	0.01251366871
932	0.01244459555
933	0.01239398777
934	0.01232568517
935	0.01225794546
936	0.01220818609
937	0.01214120114
938	0.01207476862
939	0.01202584047
940	0.01196014728
941	0.01189499629
942	0.01183825923
943	0.01179029388
944	0.01172613286
945	0.01166250169
946	0.01161533203
947	0.01155240794
948	0.01149000397
949	0.01144361401
950	0.01138190278
951	0.01132070214
952	0.01124524703
953	0.01118494343
954	0.01112513921
955	0.01108020719
956	0.0110065969
957	0.0109478368
958	0.01087437794
959	0.01083502898
960	0.01076325642
961	0.01069133162
962	0.01065281795
963	0.01058247341
964	0.01051204974
965	0.01047435175
966	0.01042402072
967	0.01035494806
968	0.0103178986
969	0.01028116597
970	0.01021703338
971	0.01014964294
972	0.010113649
973	0.01007796337
974	0.01001174373
975	0.009976556766
976	0.009941671824
977	0.009871832854
978	0.00980276281
979	0.009768598157
980	0.009704571238
981	0.009670932724
982	0.009603278471
983	0.009570092111
984	0.009497182547
985	0.009435364139
986	0.009402850192
987	0.009331451547
988	0.009249795022
989	0.009179931761
990	0.009120505046
991	0.009062029751
992	0.009005899095
993	0.008948515438
994	0.008891966709
995	0.008829980646
996	0.008774069053
997	0.008749415957
998	0.008688709096
999	0.008658841018
